random_id,credit_window,credit_window_label,first_term_label,me_bs_degree_status,me_bs_degree_status_clean,me_bs_degree_status_is_missing,me_degree_status_bucket,has_me_bs_degree,has_any_bachelor_degree,outcome_graduated_me,outcome_any_bachelor,outcome_status_known,cgpa_at_etm_to_any_campus,highest_cgpa_during_credit_window,peak_minus_etm,graduating_cgpa,cgpa_gap,dif_btw_max_and_min_term_gpa,warnings_per_term,low_gpa_term_rate_2_5,low_gpa_term_rate_3_0,grade_forgiveness_used,multi_repeat_flag,with_math_ap,sat_verb_grouping,1st_aleks_math_score_grouping,1st_math_course,1st_math_course_campus,etm_total_attempts_to_abc,etm_first_attempt_pass_count,etm_never_passed_count,etm_first_grade_dfw_count,terms_with_gpa,mean_term_gpa,median_term_gpa,std_term_gpa,min_term_gpa,max_term_gpa,first_term_gpa,last_term_gpa,n_summer_terms,n_regular_terms,low_gpa_terms_2_5,low_gpa_terms_3_0,gpa_trend_slope,first_two_regular_mean_gpa,summer_term_ratio,chem_110_outcome_after_1st_fa,edsgn_100_outcome_after_1st_fa,math_140_outcome_after_1st_fa,math_141_outcome_after_1st_fa,phys_211_outcome_after_1st_fa,chem_110_outcome_after_1st_ay,edsgn_100_outcome_after_1st_ay,math_140_outcome_after_1st_ay,math_141_outcome_after_1st_ay,phys_211_outcome_after_1st_ay,chem_110_outcome_after_2nd_ay,edsgn_100_outcome_after_2nd_ay,math_140_outcome_after_2nd_ay,math_141_outcome_after_2nd_ay,phys_211_outcome_after_2nd_ay,chem_110_outcome,edsgn_100_outcome,math_140_outcome,math_141_outcome,phys_211_outcome,chem_110__grade_code__1st_fa_or_sp,edsgn_100__grade_code__1st_fa_or_sp,math_140__grade_code__1st_fa_or_sp,math_141__grade_code__1st_fa_or_sp,phys_211__grade_code__1st_fa_or_sp,chem_110_attempts_to_abc,chem_110_pass_by_first_attempt,chem_110_ever_passed,chem_110_first_grade_dfw,chem_110_total_attempts,chem_110_outcome_label,edsgn_100_attempts_to_abc,edsgn_100_pass_by_first_attempt,edsgn_100_ever_passed,edsgn_100_first_grade_dfw,edsgn_100_total_attempts,edsgn_100_outcome_label,math_140_attempts_to_abc,math_140_pass_by_first_attempt,math_140_ever_passed,math_140_first_grade_dfw,math_140_total_attempts,math_140_outcome_label,math_141_attempts_to_abc,math_141_pass_by_first_attempt,math_141_ever_passed,math_141_first_grade_dfw,math_141_total_attempts,math_141_outcome_label,phys_211_attempts_to_abc,phys_211_pass_by_first_attempt,phys_211_ever_passed,phys_211_first_grade_dfw,phys_211_total_attempts,phys_211_outcome_label
S-00362,29-55,29-55,Fall 2018,,,1,missing_or_blank,0,0,0,0,0,3.0,3.08,0.08,,,1.2799999999999998,0.0,0.0,0.2,0,0,Yes,640-690,N/A (101),MATH 141,UP,4.0,4,1,0,9,3.6411111111111114,3.73,0.3200173606401862,3.23,4.0,3.74,3.31,1,8,0,0,-0.0133695652173913,3.5650000000000004,0.1111111111111111,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Never enrolled,Pass on 1st attempt,Pass on 1st attempt,C+,A,Not Enrolled,C,C+,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,,0,0,0,0,Never enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00361,40-59,40-59,Spring 2019,ME_BS with Another Bach. Degree,ME_BS WITH ANOTHER BACH. DEGREE,0,me_bs_plus_other_bach,1,1,1,1,1,3.91,3.91,0.0,3.59,-0.3200000000000003,1.16,0.0,0.0,0.2,0,0,Yes,≥690,90-100,MATH 220,UP,1.0,1,4,0,12,3.689166666666667,3.88,0.4360871125096105,2.67,4.0,4.0,3.5,2,10,0,2,-0.0342513368983957,4.0,0.1666666666666666,Never Enrolled,1st Attempt=ABC,Never Enrolled,Never Enrolled,Never Enrolled,Never Enrolled,1st Attempt=ABC,Never Enrolled,Never Enrolled,Never Enrolled,Never Enrolled,1st Attempt=ABC,Never Enrolled,Never Enrolled,Never Enrolled,Never enrolled,Pass on 1st attempt,Never enrolled,Never enrolled,Never enrolled,Not Enrolled,A,Not Enrolled,Not Enrolled,Not Enrolled,,0,0,0,0,Never enrolled,1.0,1,1,0,1,Pass on 1st attempt,,0,0,0,0,Never enrolled,,0,0,0,0,Never enrolled,,0,0,0,0,Never enrolled
S-00360,40-59,40-59,Fall 2018,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.4,3.4,0.0,3.52,0.1200000000000001,0.77,0.0,0.0,0.0,0,0,Yes,640-690,83-89,MATH 140,UP,5.0,5,0,0,9,3.576666666666666,3.58,0.2549509756796392,3.23,4.0,3.25,3.63,1,8,0,0,-0.0088999999999999,3.505,0.1111111111111111,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,A-,A,B,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00359,40-59,40-59,Fall 2017,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.29,3.29,0.0,3.3,0.0099999999999997,1.67,0.0,0.1,0.2,0,0,No,<590,46-60,MATH 140,UP,4.0,4,1,0,11,3.74,3.84,0.2914789872357869,3.21,4.0,3.55,4.0,3,8,0,0,0.0318181818181818,3.67,0.2727272727272727,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Never enrolled,C,Not Enrolled,B-,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,,0,0,0,0,Never enrolled
S-00358,40-59,40-59,Fall 2019,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.47,3.47,0.0,3.22,-0.25,1.33,0.0,0.0,0.3333333333333333,1,0,No,≥690,61-75,MATH 140B,UP,6.0,4,0,0,10,3.604999999999999,3.8,0.4551251354176002,2.84,4.0,3.8,3.38,2,8,0,2,-0.0847652347652347,3.9,0.2,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,Only 1 Attempt=DFW,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,"2 Attempts (1st=DFW, 2nd=ABC)",Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 2nd attempt,B+,Not Enrolled,A,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,2.0,0,1,0,2,Pass on 2nd attempt
S-00357,40-59,40-59,Fall 2016,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.22,3.22,0.0,3.32,0.0999999999999996,1.67,0.0,0.1,0.1,0,0,No,590-640,76-82,MATH 140E,UP,5.0,5,0,0,9,3.791111111111111,3.8,0.1353185542012294,3.64,4.0,3.69,4.0,1,8,0,0,0.0238043478260869,3.665,0.1111111111111111,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,B-,Not Enrolled,C+,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00356,29-55,29-55,Summer 2019,,,1,missing_or_blank,0,0,0,0,0,3.07,3.07,0.0,,,0.7599999999999998,0.25,0.0,0.5,1,0,Yes,,N/A (101),MATH 141,WC,4.0,0,3,0,11,3.338181818181818,3.47,0.4378314329012521,2.33,3.79,3.56,3.79,1,10,1,2,0.0131822660098522,3.51,0.0909090909090909,Never Enrolled,Never Enrolled,Never Enrolled,Only 1 Attempt=DFW,Only 1 Attempt=DFW,Never Enrolled,Never Enrolled,Never Enrolled,Only 1 Attempt=DFW,Only 1 Attempt=DFW,Never Enrolled,Never Enrolled,Never Enrolled,Only 1 Attempt=DFW,Only 1 Attempt=DFW,Never enrolled,Never enrolled,Never enrolled,No pass after 1 attempt,No pass after 1 attempt,Not Enrolled,Not Enrolled,Not Enrolled,F,F,,0,0,0,0,Never enrolled,,0,0,0,0,Never enrolled,,0,0,0,0,Never enrolled,2.0,0,1,0,2,Pass on 2nd attempt,2.0,0,1,0,2,Pass on 2nd attempt
S-00355,40-59,40-59,Fall 2018,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.23,3.23,0.0,3.54,0.31,1.33,0.0,0.0,0.125,0,0,No,640-690,83-89,MATH 140,UP,5.0,3,1,0,13,3.226923076923077,3.33,0.4246053975042516,2.6,3.93,3.74,3.33,3,10,0,4,-0.047808526551982,3.74,0.2307692307692307,1st Attempt=ABC,Never Enrolled,Only 1 Attempt=DFW,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,"2 Attempts (1st=DFW, 2nd=ABC)",Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,"2 Attempts (1st=DFW, 2nd=ABC)",Never Enrolled,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 2nd attempt,Never enrolled,Pass on 1st attempt,B-,Not Enrolled,LD,Not Enrolled,C,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,2.0,0,1,0,2,Pass on 2nd attempt,,0,0,0,0,Never enrolled,1.0,1,1,0,1,Pass on 1st attempt
S-00354,40-59,40-59,Fall 2017,,,1,missing_or_blank,0,0,0,0,0,3.33,3.33,0.0,,,1.15,0.0,0.0,0.1428571428571428,1,1,Yes,<590,83-89,MATH 140,HB,8.0,3,0,0,13,3.581538461538462,3.6,0.3691396789348208,2.8,4.0,3.37,3.34,3,10,0,1,0.0152505609573672,3.285,0.2307692307692307,Never Enrolled,Never Enrolled,1st Attempt=ABC,Never Enrolled,Never Enrolled,Only 1 Attempt=DFW,1st Attempt=ABC,1st Attempt=ABC,Only 1 Attempt=DFW,1st Attempt=ABC,Only 1 Attempt=DFW,1st Attempt=ABC,1st Attempt=ABC,2 Attempts (Both=DFW),1st Attempt=ABC,No pass after 1 attempt,Pass on 1st attempt,Pass on 1st attempt,No pass after 2 attempts,Pass on 1st attempt,Not Enrolled,Not Enrolled,B+,Not Enrolled,Not Enrolled,2.0,0,1,0,2,Pass on 2nd attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,3.0,0,1,0,3,Pass on 3rd attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00353,40-59,40-59,Fall 2021,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.13,3.17,0.04,2.89,-0.2399999999999997,2.0,0.0,0.3,0.5,0,0,No,<590,90-100,MATH 140,UP,6.0,4,0,0,11,3.0599999999999996,3.08,0.3918162834798983,2.33,3.67,2.91,3.27,3,8,1,5,-0.0053636363636363,3.12,0.2727272727272727,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Only 1 Attempt=DFW,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,"2 Attempts (1st=DFW, 2nd=ABC)",1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 2nd attempt,Pass on 1st attempt,C,Not Enrolled,C,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,2.0,0,1,0,2,Pass on 2nd attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00352,40-59,40-59,Fall 2018,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.74,3.74,0.0,3.67,-0.0700000000000002,1.0100000000000002,0.0,0.0,0.1,0,0,No,640-690,76-82,MATH 140,UP,5.0,5,0,0,8,3.5325,3.69,0.4706454534542355,2.61,3.94,2.61,3.94,0,8,0,1,0.075,3.2649999999999997,0.0,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,B,A,A,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00351,29-55,29-55,Fall 2018,,,1,missing_or_blank,0,0,0,0,0,3.3,3.39,0.0900000000000003,,,0.8500000000000001,0.0,0.0,0.0,0,0,No,,83-89,MATH 140,UP,5.0,5,0,0,16,3.7925,3.95,0.3481666267751692,2.85,4.0,4.0,2.85,4,12,0,1,-0.0491733333333333,4.0,0.25,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,B,A,B,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00350,29-55,29-55,Fall 2018,,,1,missing_or_blank,0,0,0,0,0,3.37,3.37,0.0,,,1.04,0.0,0.0,0.125,0,0,No,<590,N/A (101),MATH 220,MA,3.0,3,2,0,12,3.0316666666666667,3.13,0.5548109151009482,2.0,4.0,3.22,3.32,2,10,2,5,-0.0401069518716577,2.97,0.1666666666666666,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Never enrolled,Never enrolled,Pass on 1st attempt,B,A,Not Enrolled,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,,0,0,0,0,Never enrolled,,0,0,0,0,Never enrolled,1.0,1,1,0,1,Pass on 1st attempt
S-00349,40-59,40-59,Fall 2019,ME_BS with Another Bach. Degree,ME_BS WITH ANOTHER BACH. DEGREE,0,me_bs_plus_other_bach,1,1,1,1,1,3.51,3.73,0.2200000000000002,3.48,-0.0299999999999998,1.0,0.0,0.0,0.0,0,0,No,590-640,90-100,MATH 140,HB,5.0,5,0,0,11,3.6754545454545458,3.67,0.2918000560782549,2.96,4.0,3.58,4.0,1,10,0,1,-0.0073251231527093,3.59,0.0909090909090909,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,A-,Not Enrolled,A-,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00348,40-59,40-59,Fall 2020,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.48,3.48,0.0,3.64,0.1600000000000001,0.6000000000000001,0.0,0.0,0.0,0,0,No,640-690,83-89,MATH 140E,UP,5.0,5,0,0,10,3.883,3.915,0.1804346603806116,3.4,4.0,4.0,3.91,2,8,0,0,-0.017092907092907,3.96,0.2,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,A,Not Enrolled,B+,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00347,29-55,29-55,Fall 2021,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.46,3.46,0.0,3.09,-0.3700000000000001,1.42,0.0,0.0,0.4545454545454545,0,0,No,640-690,61-75,MATH 10,YK,6.0,4,0,0,8,3.57375,3.575,0.3434670913743308,2.96,4.0,3.56,4.0,0,8,0,1,0.0493478260869565,3.26,0.0,1st Attempt=ABC,1st Attempt=ABC,Only 1 Attempt=DFW,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,"2 Attempts (1st=DFW, 2nd=ABC)",Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,"2 Attempts (1st=DFW, 2nd=ABC)",1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 2nd attempt,Pass on 1st attempt,Pass on 1st attempt,B,A-,LD,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,2.0,0,1,0,2,Pass on 2nd attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00346,40-59,40-59,Fall 2018,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.55,3.55,0.0,3.32,-0.2299999999999999,1.82,0.0,0.1111111111111111,0.1111111111111111,0,0,Yes,≥690,90-100,MATH 141,UP,4.0,4,1,0,13,3.482307692307692,3.5,0.3360841622310758,3.0,4.0,3.55,3.11,3,10,0,0,-0.0148541510845175,3.48,0.2307692307692307,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Never enrolled,Pass on 1st attempt,Pass on 1st attempt,A,Not Enrolled,Not Enrolled,A,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,,0,0,0,0,Never enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00345,40-59,40-59,Fall 2020,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.74,3.74,0.0,3.83,0.0899999999999998,1.0,0.0,0.0,0.0,0,0,No,<590,76-82,MATH 10,NK,5.0,5,0,0,10,3.814,3.875,0.1747506159582213,3.45,4.0,3.45,3.92,2,8,0,0,0.0169999999999999,3.67,0.2,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,B,A,A,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00344,29-55,29-55,Fall 2020,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.53,3.69,0.1600000000000001,3.72,0.1900000000000004,0.73,0.0,0.0,0.0,0,0,No,640-690,76-82,MATH 140,UP,5.0,5,0,0,12,3.0541666666666667,3.0700000000000003,0.4775973643397151,2.25,4.0,3.46,2.25,3,9,1,6,-0.0943758636573007,3.395,0.25,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,B,Not Enrolled,A-,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00343,40-59,40-59,Fall 2016,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.84,3.84,0.0,3.92,0.08,0.29,0.0,0.0,0.0,0,0,Yes,≥690,90-100,MATH 141,UP,4.0,4,1,0,9,3.453333333333333,3.59,0.5692538976590322,2.18,4.0,3.79,4.0,1,8,1,1,0.0279347826086956,3.66,0.1111111111111111,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Never enrolled,Pass on 1st attempt,Pass on 1st attempt,A,A-,Not Enrolled,A,A,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,,0,0,0,0,Never enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00342,40-59,40-59,Fall 2018,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.98,3.98,0.0,3.98,0.0,0.1400000000000001,0.0,0.0,0.0,0,0,No,640-690,,MATH 140,DS,2.0,2,3,0,10,3.78,3.865,0.296310647800581,3.0,4.0,3.82,3.92,2,8,0,0,0.0275724275724275,3.72,0.2,Never Enrolled,1st Attempt=ABC,Never Enrolled,Never Enrolled,Never Enrolled,Never Enrolled,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,Never enrolled,Pass on 1st attempt,Never enrolled,Never enrolled,Pass on 1st attempt,Not Enrolled,A,Not Enrolled,Not Enrolled,Not Enrolled,,0,0,0,0,Never enrolled,1.0,1,1,0,1,Pass on 1st attempt,,0,0,0,0,Never enrolled,,0,0,0,0,Never enrolled,1.0,1,1,0,1,Pass on 1st attempt
S-00341,40-59,40-59,Fall 2018,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.47,3.47,0.0,3.45,-0.02,1.2000000000000002,0.0,0.0,0.25,0,0,No,640-690,83-89,MATH 141,UP,3.0,3,2,0,13,3.602307692307692,3.72,0.3926863431576964,2.56,4.0,3.48,3.72,1,12,0,1,0.0231761006289308,3.675,0.0769230769230769,Never Enrolled,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,Never enrolled,Pass on 1st attempt,Never enrolled,Pass on 1st attempt,Pass on 1st attempt,Not Enrolled,A,Not Enrolled,B-,A-,,0,0,0,0,Never enrolled,1.0,1,1,0,1,Pass on 1st attempt,,0,0,0,0,Never enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00340,29-55,29-55,Fall 2017,ME_BS with Another Bach. Degree,ME_BS WITH ANOTHER BACH. DEGREE,0,me_bs_plus_other_bach,1,1,1,1,1,3.85,3.93,0.08,3.83,-0.02,0.3700000000000001,0.0,0.0,0.0,0,0,Yes,640-690,83-89,MATH 141,UP,4.0,4,1,0,11,3.121818181818182,3.27,0.5412913851488528,2.0,4.0,3.37,3.27,3,8,2,2,0.0124545454545454,3.29,0.2727272727272727,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Never enrolled,Pass on 1st attempt,Pass on 1st attempt,A,Not Enrolled,Not Enrolled,A,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,,0,0,0,0,Never enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
