random_id,credit_window,credit_window_label,first_term_label,me_bs_degree_status,me_bs_degree_status_clean,me_bs_degree_status_is_missing,me_degree_status_bucket,has_me_bs_degree,has_any_bachelor_degree,outcome_graduated_me,outcome_any_bachelor,outcome_status_known,cgpa_at_etm_to_any_campus,highest_cgpa_during_credit_window,peak_minus_etm,graduating_cgpa,cgpa_gap,dif_btw_max_and_min_term_gpa,warnings_per_term,low_gpa_term_rate_2_5,low_gpa_term_rate_3_0,grade_forgiveness_used,multi_repeat_flag,with_math_ap,sat_verb_grouping,1st_aleks_math_score_grouping,1st_math_course,1st_math_course_campus,etm_total_attempts_to_abc,etm_first_attempt_pass_count,etm_never_passed_count,etm_first_grade_dfw_count,terms_with_gpa,mean_term_gpa,median_term_gpa,std_term_gpa,min_term_gpa,max_term_gpa,first_term_gpa,last_term_gpa,n_summer_terms,n_regular_terms,low_gpa_terms_2_5,low_gpa_terms_3_0,gpa_trend_slope,first_two_regular_mean_gpa,summer_term_ratio,chem_110_outcome_after_1st_fa,edsgn_100_outcome_after_1st_fa,math_140_outcome_after_1st_fa,math_141_outcome_after_1st_fa,phys_211_outcome_after_1st_fa,chem_110_outcome_after_1st_ay,edsgn_100_outcome_after_1st_ay,math_140_outcome_after_1st_ay,math_141_outcome_after_1st_ay,phys_211_outcome_after_1st_ay,chem_110_outcome_after_2nd_ay,edsgn_100_outcome_after_2nd_ay,math_140_outcome_after_2nd_ay,math_141_outcome_after_2nd_ay,phys_211_outcome_after_2nd_ay,chem_110_outcome,edsgn_100_outcome,math_140_outcome,math_141_outcome,phys_211_outcome,chem_110__grade_code__1st_fa_or_sp,edsgn_100__grade_code__1st_fa_or_sp,math_140__grade_code__1st_fa_or_sp,math_141__grade_code__1st_fa_or_sp,phys_211__grade_code__1st_fa_or_sp,chem_110_attempts_to_abc,chem_110_pass_by_first_attempt,chem_110_ever_passed,chem_110_first_grade_dfw,chem_110_total_attempts,chem_110_outcome_label,edsgn_100_attempts_to_abc,edsgn_100_pass_by_first_attempt,edsgn_100_ever_passed,edsgn_100_first_grade_dfw,edsgn_100_total_attempts,edsgn_100_outcome_label,math_140_attempts_to_abc,math_140_pass_by_first_attempt,math_140_ever_passed,math_140_first_grade_dfw,math_140_total_attempts,math_140_outcome_label,math_141_attempts_to_abc,math_141_pass_by_first_attempt,math_141_ever_passed,math_141_first_grade_dfw,math_141_total_attempts,math_141_outcome_label,phys_211_attempts_to_abc,phys_211_pass_by_first_attempt,phys_211_ever_passed,phys_211_first_grade_dfw,phys_211_total_attempts,phys_211_outcome_label
S-00680,29-55,29-55,Summer 2020,No ME_BS Degree But Other Bach. Degree,NO ME_BS DEGREE BUT OTHER BACH. DEGREE,0,other_bach_no_me,0,1,0,1,1,3.31,3.31,0.0,3.5,0.1899999999999999,1.0299999999999998,0.0,0.0,0.0909090909090909,0,0,No,640-690,90-100,MATH 140E,UP,5.0,5,0,0,16,2.8775,3.0,1.0364136883181994,0.89,4.0,3.87,3.0,4,12,5,7,-0.0939215686274509,3.9,0.25,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,B,Not Enrolled,B-,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00679,29-55,29-55,Fall 2018,,,1,missing_or_blank,0,0,0,0,0,3.0,3.09,0.0899999999999998,,,1.2400000000000002,0.0,0.0,0.1111111111111111,0,0,No,<590,N/A (101),MATH 140,UP,5.0,5,0,0,10,3.692,3.81,0.3404506816951123,3.06,4.0,3.9,4.0,2,8,0,0,0.0295104895104895,3.905,0.2,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,C+,Not Enrolled,C,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00678,40-59,40-59,Fall 2020,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.78,3.78,0.0,3.8,0.02,0.4300000000000001,0.0,0.0,0.0,0,0,Yes,640-690,83-89,MATH 141,YK,5.0,3,1,0,13,3.543846153846154,3.57,0.3779889429938935,2.97,4.0,3.22,3.5,3,10,0,1,0.0500373971578159,3.305,0.2307692307692307,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Only 1 Attempt=DFW,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Only 1 Attempt=DFW,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Never enrolled,No pass after 1 attempt,Pass on 1st attempt,A,A,Not Enrolled,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,,0,0,0,0,Never enrolled,2.0,0,1,0,2,Pass on 2nd attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00677,29-55,29-55,Fall 2017,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.43,3.43,0.0,3.12,-0.31,1.0,0.0,0.0,0.3333333333333333,0,0,No,590-640,76-82,MATH 140,AL,6.0,4,0,0,11,3.287272727272727,3.34,0.2841158534503455,2.69,3.67,3.5,3.49,3,8,0,1,0.008,3.52,0.2727272727272727,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Only 1 Attempt=DFW,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,"2 Attempts (1st=DFW, 2nd=ABC)",1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 2nd attempt,Pass on 1st attempt,B,A,B+,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,2.0,0,1,0,2,Pass on 2nd attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00676,40-59,40-59,Fall 2020,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.86,3.86,0.0,3.75,-0.1099999999999998,0.4399999999999999,0.0,0.0,0.0,0,0,No,,76-82,MATH 140,ER,4.0,4,1,0,10,2.893,3.145,1.1543256809833946,0.0,4.0,0.0,3.67,0,10,2,3,0.1374520547945205,1.92,0.0,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Never enrolled,A,A,A,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,,0,0,0,0,Never enrolled
S-00675,40-59,40-59,Fall 2019,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.49,3.54,0.0499999999999998,3.66,0.1699999999999999,0.5800000000000001,0.0,0.0,0.0,0,0,No,590-640,83-89,MATH 140,UP,5.0,5,0,0,11,3.088181818181818,3.19,0.7727459890781471,1.0,4.0,3.17,3.56,2,9,1,3,0.0126536312849161,3.325,0.1818181818181818,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,B+,A,B,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00674,40-59,40-59,Fall 2017,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.87,3.87,0.0,3.77,-0.1,1.04,0.0,0.0,0.1,0,0,No,640-690,83-89,MATH 140,UP,5.0,5,0,0,8,3.75625,3.785,0.1562907089826063,3.56,4.0,4.0,3.56,0,8,0,0,-0.0317391304347825,3.91,0.0,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,A,A,A-,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00673,40-59,40-59,Fall 2020,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.67,3.72,0.0500000000000002,3.84,0.1699999999999999,0.4100000000000001,0.0,0.0,0.0,0,0,Yes,640-690,83-89,MATH 141,UP,4.0,4,1,0,12,3.3058333333333336,3.35,0.4285590726934605,2.54,4.0,2.79,3.8,2,10,0,3,0.0449465240641711,3.05,0.1666666666666666,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Never enrolled,Pass on 1st attempt,Pass on 1st attempt,A,A-,Not Enrolled,B+,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,,0,0,0,0,Never enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00672,40-59,40-59,Fall 2019,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.29,3.29,0.0,3.0,-0.29,2.84,0.0,0.25,0.5,0,0,No,<590,46-60,MATH 10,LV,5.0,5,0,0,11,3.4909090909090907,3.55,0.3531134249913062,2.76,4.0,2.76,3.78,3,8,0,1,0.0296363636363636,3.215,0.2727272727272727,Never Enrolled,1st Attempt=ABC,Never Enrolled,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Not Enrolled,A-,Not Enrolled,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00671,40-59,40-59,Fall 2018,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.26,3.26,0.0,3.24,-0.0199999999999995,1.4700000000000002,0.0,0.0,0.2222222222222222,0,0,Yes,≥690,76-82,MATH 140,UP,5.0,5,0,0,11,3.751818181818182,3.74,0.1574050940610361,3.48,4.0,3.61,4.0,2,9,0,0,0.0335806451612903,3.545,0.1818181818181818,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,C+,Not Enrolled,C+,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00670,40-59,40-59,Fall 2016,,,1,missing_or_blank,0,0,0,0,0,3.23,3.39,0.1600000000000001,,,2.38,0.0,0.2352941176470588,0.4117647058823529,1,0,No,<590,61-75,MATH 140,UP,5.0,5,0,0,12,2.9341666666666666,3.02,0.8104819927710057,1.16,4.0,3.69,3.59,3,9,3,6,0.0109212344541685,3.535,0.25,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,B,Not Enrolled,C,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00669,40-59,40-59,Fall 2016,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.34,3.35,0.0100000000000002,3.51,0.1699999999999999,0.71,0.0,0.0,0.0,0,0,No,590-640,90-100,MATH 140,UP,4.0,4,1,0,10,3.411,3.455,0.5447211315077755,2.53,4.0,2.75,3.92,2,8,0,2,0.0331968031968032,3.005,0.2,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Never enrolled,A-,Not Enrolled,B-,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,,0,0,0,0,Never enrolled
S-00668,40-59,40-59,Summer 2019,,,1,missing_or_blank,0,0,0,0,0,3.15,3.15,0.0,,,2.47,0.0,0.1428571428571428,0.5,0,1,No,<590,<30,MATH 22,AB,6.0,4,0,0,19,3.037894736842105,3.18,0.7580573046894161,1.62,4.0,3.43,3.67,5,14,5,8,-0.0334783319705641,3.5250000000000004,0.2631578947368421,Never Enrolled,1st Attempt=ABC,Never Enrolled,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,"2 Attempts (1st=DFW, 2nd=ABC)",Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 2nd attempt,Not Enrolled,B+,Not Enrolled,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,2.0,0,1,0,2,Pass on 2nd attempt
S-00667,29-55,29-55,Summer 2018,,,1,missing_or_blank,0,0,0,0,0,,3.36,,,,1.0699999999999998,0.0,0.0,0.3,0,0,No,640-690,76-82,MATH 140,UP,5.0,5,0,0,10,3.586,3.65,0.2601794252690503,3.16,3.9,3.9,3.38,0,10,0,0,-0.0071232876712328,3.83,0.0,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,SAT,Not Enrolled,B,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00666,40-59,40-59,Fall 2019,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.75,3.79,0.04,3.87,0.1200000000000001,0.5,0.0,0.0,0.0,0,0,No,640-690,76-82,MATH 140,UP,5.0,5,0,0,15,2.8406666666666665,2.93,0.6395362903437667,1.0,3.47,2.93,3.17,4,11,2,8,0.0066094032549728,3.08,0.2666666666666666,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Not Enrolled,A,B+,Not Enrolled,B,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00665,40-59,40-59,Fall 2017,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.74,3.74,0.0,3.71,-0.0300000000000002,0.5899999999999999,0.0,0.0,0.0,0,0,No,<590,83-89,MATH 141,HB,4.0,4,1,0,12,3.3425,3.42,0.544111034791446,1.95,4.0,3.75,3.67,1,11,1,1,-0.0008847184986595,3.65,0.0833333333333333,Never Enrolled,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Never enrolled,Pass on 1st attempt,Pass on 1st attempt,Not Enrolled,Not Enrolled,Not Enrolled,A,B+,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,,0,0,0,0,Never enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00664,40-59,40-59,Summer 2019,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.31,3.31,0.0,3.46,0.1499999999999999,0.98,0.0,0.0,0.125,0,0,No,590-640,83-89,MATH 140E,UP,5.0,5,0,0,14,3.857857142857142,3.945,0.1900274705416025,3.42,4.0,3.69,3.92,2,12,0,0,0.0260560297658131,3.5549999999999997,0.1428571428571428,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,B,Not Enrolled,C,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00663,29-55,29-55,Fall 2021,,,1,missing_or_blank,0,0,0,0,0,3.59,3.76,0.1699999999999999,,,1.25,0.0,0.0,0.1428571428571428,0,0,No,590-640,83-89,MATH 110,UP,5.0,5,0,0,10,3.174,3.12,0.3441317577130403,2.59,3.88,3.38,3.88,2,8,0,2,0.0338461538461538,3.17,0.2,Never Enrolled,Never Enrolled,Never Enrolled,Never Enrolled,Never Enrolled,Never Enrolled,Never Enrolled,Never Enrolled,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Not Enrolled,Not Enrolled,Not Enrolled,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00662,40-59,40-59,Fall 2021,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.98,3.98,0.0,3.97,-0.0099999999999997,0.1299999999999999,0.0,0.0,0.0,0,0,No,<590,76-82,MATH 140,HB,5.0,5,0,0,9,3.715555555555555,3.8,0.3107294285673273,3.08,4.0,3.86,3.8,1,8,0,0,0.018695652173913,3.785,0.1111111111111111,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,A,Not Enrolled,A,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00661,40-59,40-59,Fall 2017,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.8,3.8,0.0,3.84,0.04,0.33,0.0,0.0,0.0,0,0,Yes,640-690,90-100,MATH 140,UP,5.0,5,0,0,12,3.623333333333333,3.64,0.2903707139419392,3.17,4.0,3.94,3.92,3,9,0,0,0.0076315789473684,3.775,0.25,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,A,A-,A-,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00660,40-59,40-59,Fall 2017,ME_BS with Another Bach. Degree,ME_BS WITH ANOTHER BACH. DEGREE,0,me_bs_plus_other_bach,1,1,1,1,1,3.81,3.81,0.0,3.62,-0.1899999999999999,0.9500000000000002,0.0,0.0,0.0,0,0,Yes,590-640,90-100,MATH 251,UP,3.0,3,2,0,10,3.927,3.945,0.0974166310236605,3.71,4.0,3.71,4.0,2,8,0,0,0.0117487141807494,3.855,0.2,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Never enrolled,Never enrolled,Pass on 1st attempt,A-,A-,Not Enrolled,Not Enrolled,A,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,,0,0,0,0,Never enrolled,,0,0,0,0,Never enrolled,1.0,1,1,0,1,Pass on 1st attempt
S-00659,40-59,40-59,Summer 2017,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.27,3.27,0.0,3.39,0.1200000000000001,1.19,0.0,0.0,0.125,0,0,No,≥690,76-82,MATH 140,UP,6.0,4,0,0,10,3.822999999999999,3.845,0.1218423389284511,3.61,4.0,3.61,3.83,0,10,0,0,0.0147123287671233,3.745,0.0,1st Attempt=ABC,1st Attempt=ABC,Only 1 Attempt=DFW,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,"2 Attempts (1st=DFW, 2nd=ABC)",Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,"2 Attempts (1st=DFW, 2nd=ABC)",1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 2nd attempt,Pass on 1st attempt,Pass on 1st attempt,A,A,LD,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,2.0,0,1,0,2,Pass on 2nd attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
